model_nm|matrix_nm|params|scores
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499301367972296, ""mean_test_precision_weighted"": 0.4961334449704707, ""mean_test_recall_weighted"": 0.499301367972296, ""mean_test_adjusted_rand_score"": -4.8332642005900296e-05, ""mean_test_adjusted_mutual_info_score"": -5.492024878541688e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49915992708142704, ""mean_test_precision_weighted"": 0.49793787571779524, ""mean_test_recall_weighted"": 0.49915992708142704, ""mean_test_adjusted_rand_score"": 0.0010446137393297832, ""mean_test_adjusted_mutual_info_score"": 9.6932329708056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49921421765533164, ""mean_test_precision_weighted"": 0.4981369947799498, ""mean_test_recall_weighted"": 0.49921421765533164, ""mean_test_adjusted_rand_score"": 0.001057338166513661, ""mean_test_adjusted_mutual_info_score"": 8.7751305962707e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4992285046819829, ""mean_test_precision_weighted"": 0.4981758230335518, ""mean_test_recall_weighted"": 0.4992285046819829, ""mean_test_adjusted_rand_score"": 0.0010290822740010048, ""mean_test_adjusted_mutual_info_score"": 8.863933392944175e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
BGMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
